Timestamp,Agent ID,Event
2025-03-08 11:35:54,84,Receipt instruction with ID 84 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-C for amount 5001.24
2025-03-08 11:35:54,85,Delivery instruction with ID 85 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-B for amount 393.74
2025-03-08 11:35:54,86,Receipt instruction with ID 86 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-B for amount 393.74
2025-03-08 11:35:54,87,Receipt instruction with ID 87 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-C for amount 2413.2
2025-03-08 11:35:54,88,Delivery instruction with ID 88 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-C for amount 2413.2
2025-03-08 11:35:54,89,Receipt instruction with ID 89 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-B for amount 4647.28
2025-03-08 11:35:54,90,Delivery instruction with ID 90 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-B for amount 4647.28
2025-03-08 11:35:54,91,Receipt instruction with ID 91 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-A for amount 5226.56
2025-03-08 11:35:54,92,Delivery instruction with ID 92 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-A for amount 5226.56
2025-03-08 11:35:54,93,Receipt instruction with ID 93 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-A for amount 6798.5
2025-03-08 11:35:54,94,Delivery instruction with ID 94 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-A for amount 6798.5
2025-03-08 11:35:54,95,Delivery instruction with ID 95 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-D for amount 896.64
2025-03-08 11:35:54,96,Receipt instruction with ID 96 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-D for amount 896.64
2025-03-08 11:35:54,97,Receipt instruction with ID 97 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-A for amount 2012.95
2025-03-08 11:35:54,98,Delivery instruction with ID 98 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-A for amount 2012.95
2025-03-08 11:35:54,99,Delivery instruction with ID 99 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-B for amount 8216.55
2025-03-08 11:35:54,100,Receipt instruction with ID 100 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-B for amount 8216.55
2025-03-08 11:35:54,101,Delivery instruction with ID 101 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-C for amount 1075.44
2025-03-08 11:35:54,102,Receipt instruction with ID 102 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-C for amount 1075.44
2025-03-08 11:35:54,103,Delivery instruction with ID 103 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-B for amount 6968.29
2025-03-08 11:35:54,104,Receipt instruction with ID 104 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-B for amount 6968.29
2025-03-08 11:35:54,105,Delivery instruction with ID 105 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-B for amount 9634.76
2025-03-08 11:35:54,106,Receipt instruction with ID 106 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-B for amount 9634.76
2025-03-08 11:35:54,107,Receipt instruction with ID 107 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-B for amount 4384.28
2025-03-08 11:35:54,108,Delivery instruction with ID 108 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-B for amount 4384.28
2025-03-08 11:35:54,109,Receipt instruction with ID 109 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-C for amount 2120.14
2025-03-08 11:35:54,110,Delivery instruction with ID 110 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-C for amount 2120.14
2025-03-08 11:35:54,111,Delivery instruction with ID 111 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-C for amount 3389.4
2025-03-08 11:35:54,112,Receipt instruction with ID 112 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-C for amount 3389.4
2025-03-08 11:35:54,113,Delivery instruction with ID 113 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-D for amount 3509.8
2025-03-08 11:35:54,114,Receipt instruction with ID 114 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-D for amount 3509.8
2025-03-08 11:35:54,115,Delivery instruction with ID 115 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-C for amount 6010.09
2025-03-08 11:35:54,116,Receipt instruction with ID 116 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-C for amount 6010.09
2025-03-08 11:35:54,117,Receipt instruction with ID 117 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-A for amount 5741.89
2025-03-08 11:35:54,118,Delivery instruction with ID 118 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-A for amount 5741.89
2025-03-08 11:35:54,119,Receipt instruction with ID 119 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-D for amount 8162.99
2025-03-08 11:35:54,120,Delivery instruction with ID 120 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-D for amount 8162.99
2025-03-08 11:35:54,121,Receipt instruction with ID 121 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-A for amount 240.48
2025-03-08 11:35:54,122,Delivery instruction with ID 122 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-A for amount 240.48
2025-03-08 11:35:54,123,Receipt instruction with ID 123 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-A for amount 5338.69
2025-03-08 11:35:54,124,Delivery instruction with ID 124 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-A for amount 5338.69
2025-03-08 11:35:54,125,Receipt instruction with ID 125 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-B for amount 1813.77
2025-03-08 11:35:54,126,Delivery instruction with ID 126 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-B for amount 1813.77
2025-03-08 11:35:54,127,Delivery instruction with ID 127 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-A for amount 3511.74
2025-03-08 11:35:54,128,Receipt instruction with ID 128 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-A for amount 3511.74
2025-03-08 11:35:54,129,Delivery instruction with ID 129 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-A for amount 6816.21
2025-03-08 11:35:54,130,Receipt instruction with ID 130 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-A for amount 6816.21
2025-03-08 11:35:54,131,Receipt instruction with ID 131 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-A for amount 3573.86
2025-03-08 11:35:54,132,Delivery instruction with ID 132 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-A for amount 3573.86
2025-03-08 11:35:54,133,Delivery instruction with ID 133 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-B for amount 598.68
2025-03-08 11:35:54,134,Receipt instruction with ID 134 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-B for amount 598.68
2025-03-08 11:35:54,135,Delivery instruction with ID 135 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-C for amount 503.32
2025-03-08 11:35:54,136,Receipt instruction with ID 136 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-C for amount 503.32
2025-03-08 11:35:54,137,Receipt instruction with ID 137 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-B for amount 8911.64
2025-03-08 11:35:54,138,Delivery instruction with ID 138 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-B for amount 8911.64
2025-03-08 11:35:54,139,Receipt instruction with ID 139 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-D for amount 8931.33
2025-03-08 11:35:54,140,Delivery instruction with ID 140 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-D for amount 8931.33
2025-03-08 11:35:54,141,Delivery instruction with ID 141 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-D for amount 9733.78
2025-03-08 11:35:54,142,Receipt instruction with ID 142 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-D for amount 9733.78
2025-03-08 11:35:54,143,Delivery instruction with ID 143 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-C for amount 6718.49
2025-03-08 11:35:54,144,Receipt instruction with ID 144 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-C for amount 6718.49
2025-03-08 11:35:54,145,Delivery instruction with ID 145 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-B for amount 7650.83
2025-03-08 11:35:54,146,Receipt instruction with ID 146 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-B for amount 7650.83
2025-03-08 11:35:54,147,Receipt instruction with ID 147 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-B for amount 3664.12
2025-03-08 11:35:54,148,Delivery instruction with ID 148 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-B for amount 3664.12
2025-03-08 11:35:54,149,Receipt instruction with ID 149 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-A for amount 9719.51
2025-03-08 11:35:54,150,Delivery instruction with ID 150 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-A for amount 9719.51
2025-03-08 11:35:54,151,Receipt instruction with ID 151 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-C for amount 3718.15
2025-03-08 11:35:54,152,Delivery instruction with ID 152 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-C for amount 3718.15
2025-03-08 11:35:54,153,Delivery instruction with ID 153 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-B for amount 3100.82
2025-03-08 11:35:54,154,Receipt instruction with ID 154 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-B for amount 3100.82
2025-03-08 11:35:54,155,Delivery instruction with ID 155 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-C for amount 3736.92
2025-03-08 11:35:54,156,Receipt instruction with ID 156 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-C for amount 3736.92
2025-03-08 11:35:54,157,Delivery instruction with ID 157 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE5D10> for Bond-D for amount 2835.83
2025-03-08 11:35:54,158,Receipt instruction with ID 158 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-D for amount 2835.83
2025-03-08 11:35:54,159,Delivery instruction with ID 159 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-A for amount 9350.38
2025-03-08 11:35:54,160,Receipt instruction with ID 160 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-A for amount 9350.38
2025-03-08 11:35:54,161,Receipt instruction with ID 161 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-D for amount 1500.02
2025-03-08 11:35:54,162,Delivery instruction with ID 162 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-D for amount 1500.02
2025-03-08 11:35:54,163,Delivery instruction with ID 163 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-D for amount 7186.77
2025-03-08 11:35:54,164,Receipt instruction with ID 164 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-D for amount 7186.77
2025-03-08 11:35:54,165,Receipt instruction with ID 165 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6010> for Bond-D for amount 2097.54
2025-03-08 11:35:54,166,Delivery instruction with ID 166 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-D for amount 2097.54
2025-03-08 11:35:54,167,Receipt instruction with ID 167 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-A for amount 9833.69
2025-03-08 11:35:54,168,Delivery instruction with ID 168 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-A for amount 9833.69
2025-03-08 11:35:54,169,Delivery instruction with ID 169 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE63D0> for Bond-A for amount 8652.28
2025-03-08 11:35:54,170,Receipt instruction with ID 170 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ABE98C3D0> for Bond-A for amount 8652.28
2025-03-08 11:35:54,171,Receipt instruction with ID 171 created by institution <InstitutionAgent.InstitutionAgent object at 0x0000020ADEBE6350> for Bond-A for amount 8225.93
